App,Translated_Review,Sentiment,Sentiment_Polarity,Sentiment_Subjectivity
1800 Contacts - Lens Store,"It's quick easy order contacts app, I love it! And really saves time money, makes extremely happy! Got love free market capitalism!",Positive,0.5130952380952382,0.6476190476190478
1800 Contacts - Lens Store,Ordered Sunday. Got call verifying last name (recently married). Scheduled shipped Monday :) Happy customer,Positive,0.3875,0.5791666666666666
1800 Contacts - Lens Store,"Took 5 seconds find rx get contacts ordered, convenient.",Neutral,0.0,0.0
1800 Contacts - Lens Store,"Short, simple sweet. Super easy took less 5 mins order contacts. Plus savings!",Positive,0.1513888888888889,0.47896825396825404
1800 Contacts - Lens Store,"Super easy. Not super cheap, cheaper actually going optometrist, good deals shipping.",Positive,0.2833333333333333,0.5944444444444444
1800 Contacts - Lens Store,Very useful streamlines eye care needs. Recommend contact wearers. 5/5. Very reliable shipping. easy well.,Positive,0.34111111111111114,0.37777777777777777
1800 Contacts - Lens Store,Very easy use. They remembered last order I figure out!,Positive,0.2816666666666667,0.5333333333333333
1800 Contacts - Lens Store,"This well designed, easy & convenient!",Positive,0.5416666666666667,0.8333333333333334
1800 Contacts - Lens Store,Great hassle free way order contacts. Got call reminding prescription expires tomorrow.,Positive,0.6000000000000001,0.775
1800 Contacts - Lens Store,"It's expensive I expected (I thought I'd saving money, cutting middle man), waaaaay convenient doctor's office.",Negative,-0.3,0.5
1800 Contacts - Lens Store,Super fast navigation brand fast/easy checkout additional ads BS,Positive,0.26666666666666666,0.6333333333333333
1800 Contacts - Lens Store,Easy step step process correct information took 5 minutes place order.,Positive,0.43333333333333335,0.8333333333333334
1800 Contacts - Lens Store,Placing order easy especially paper copy Rx. I'll update review I receive order rebate.,Positive,0.21666666666666667,0.9166666666666667
1800 Contacts - Lens Store,Super fast ordering reordering easy interface. Love convenience app!,Positive,0.3979166666666667,0.675
1800 Contacts - Lens Store,I love makes getting contacts easy!♥️,Positive,0.5,0.6
1800 Contacts - Lens Store,Easy use. Will def recommend,Positive,0.43333333333333335,0.8333333333333334
1800 Contacts - Lens Store,Love app. Super easy use. Ordered contacts less minute.,Positive,0.27499999999999997,0.5416666666666667
1800 Contacts - Lens Store,"This easy use, ordering process fast efficient.",Positive,0.31666666666666665,0.7166666666666667
1800 Contacts - Lens Store,So simple cave man it!!,Neutral,0.0,0.35714285714285715
1800 Contacts - Lens Store,"Simple, fast easy use. No eye appointments",Positive,0.2111111111111111,0.5968253968253968
1800 Contacts - Lens Store,Very user friendly.,Positive,0.2875,0.4
1800 Contacts - Lens Store,Very easy use. Love free shipping,Positive,0.4877777777777778,0.8000000000000002
1800 Contacts - Lens Store,Very easy use.,Positive,0.5633333333333334,1.0
1800 Contacts - Lens Store,Dope,Neutral,0.0,0.0
1800 Contacts - Lens Store,Easy affordable.,Positive,0.43333333333333335,0.8333333333333334
1800 Contacts - Lens Store,Easy,Positive,0.43333333333333335,0.8333333333333334
1800 Contacts - Lens Store,great,Positive,0.8,0.75
1800 Contacts - Lens Store,So easy app! Made ordering contacts breeze! Great prices too!,Positive,0.8385416666666667,0.7916666666666667
1800 Contacts - Lens Store,Does need do. No sense giving anything less 5 stars.,Negative,-0.16666666666666666,0.06666666666666667
1800 Contacts - Lens Store,Worked well glad I,Positive,0.5,1.0
1800 Contacts - Lens Store,It's hell lot easier I thought it would be!,Neutral,0.0,0.0
1800 Contacts - Lens Store,It made getting new contacts easy!,Positive,0.33901515151515155,0.6439393939393939
1800 Contacts - Lens Store,I love app! SO easy super convenient!!,Positive,0.5263888888888889,0.7000000000000001
1800 Contacts - Lens Store,Hopefully work well. First time user.,Positive,0.25,0.3333333333333333
1800 Contacts - Lens Store,Contacts shipped time efficient.,Neutral,0.0,0.0
1800 Contacts - Lens Store,Very easy,Positive,0.5633333333333334,1.0
1800 Contacts - Lens Store,Easy access,Positive,0.43333333333333335,0.8333333333333334
1800 Contacts - Lens Store,"First time app, always used doctors office stand behind tore contacts. Hoping solve problem 1800contacts!",Negative,-0.125,0.5166666666666666
1800 Contacts - Lens Store,"Months later, GS9+, still notify expired lenses. Useless. ---- Lens notifications work, successfully pushes alerts discounts. The fundamental reason keep running lens expiration notification, work. (My notification settings fine.)",Positive,0.16666666666666669,0.4125
1800 Contacts - Lens Store,Good prices exceptional customer service. Order sent particular fault begin thoroughly checking information completing order. When I emailed I got response rather quickly (2 hours) correction made I receiving free overnight shipping ensure getting lenses promptly. Wonderful.,Positive,0.5444444444444444,0.7055555555555556
1800 Contacts - Lens Store,"It's quick easy order contacts app, I love it! And really saves time money, makes extremely happy! Got love free market capitalism!",Positive,0.5130952380952382,0.6476190476190478
1800 Contacts - Lens Store,Ordered Sunday. Got call verifying last name (recently married). Scheduled shipped Monday :) Happy customer,Positive,0.3875,0.5791666666666666
1800 Contacts - Lens Store,"Took 5 seconds find rx get contacts ordered, convenient.",Neutral,0.0,0.0
1800 Contacts - Lens Store,"Short, simple sweet. Super easy took less 5 mins order contacts. Plus savings!",Positive,0.1513888888888889,0.47896825396825404
1800 Contacts - Lens Store,"Super easy. Not super cheap, cheaper actually going optometrist, good deals shipping.",Positive,0.2833333333333333,0.5944444444444444
1800 Contacts - Lens Store,Very useful streamlines eye care needs. Recommend contact wearers. 5/5. Very reliable shipping. easy well.,Positive,0.34111111111111114,0.37777777777777777
1800 Contacts - Lens Store,Very easy use. They remembered last order I figure out!,Positive,0.2816666666666667,0.5333333333333333
1800 Contacts - Lens Store,"This well designed, easy & convenient!",Positive,0.5416666666666667,0.8333333333333334
1LINE – One Line with One Touch,"gets 1* there's ad every single level restart, frustrating, potential",Negative,-0.15714285714285714,0.7047619047619048
1LINE – One Line with One Touch,"The game interesting challenging. However, often buffers gets stuck.",Positive,0.19999999999999998,0.6333333333333333
1LINE – One Line with One Touch,nan,nan,nan,nan
1LINE – One Line with One Touch,"Wow ,i play 15 puzzle 1st round I remember puzzle solve childhood.. Lovely",Positive,0.13333333333333333,0.7166666666666667
1LINE – One Line with One Touch,Love game deleting I've waiting 3 months levels play. I several updates none updates added new levels,Positive,0.05909090909090908,0.36363636363636365
1LINE – One Line with One Touch,Way many aggressive ads,Positive,0.5,0.5
1LINE – One Line with One Touch,amaze i'm addicted,Negative,-0.4,0.6
1LINE – One Line with One Touch,I like game,Negative,-0.4,0.4
1LINE – One Line with One Touch,nan,nan,nan,nan
1LINE – One Line with One Touch,I play game,Negative,-0.4,0.4
1LINE – One Line with One Touch,It's toooo gud game,Negative,-0.4,0.4
1LINE – One Line with One Touch,"Too many unskippable ads. Other than, great game.",Positive,0.19375,0.50625
1LINE – One Line with One Touch,Mind uses game,Negative,-0.4,0.4
1LINE – One Line with One Touch,Too much ad,Positive,0.2,0.2
1LINE – One Line with One Touch,It great experience knowledge help game,Positive,0.2,0.575
1LINE – One Line with One Touch,Nice game,Positive,0.09999999999999998,0.7
1LINE – One Line with One Touch,I really good game,Positive,0.14999999999999997,0.5
1LINE – One Line with One Touch,I love game nice,Positive,0.2333333333333333,0.6666666666666666
1LINE – One Line with One Touch,It granite,Neutral,0.0,0.0
1LINE – One Line with One Touch,It confusing,Negative,-0.3,0.4
1LINE – One Line with One Touch,Its really fun,Positive,0.3,0.2
1LINE – One Line with One Touch,Is game beautiful,Positive,0.22499999999999998,0.7
1LINE – One Line with One Touch,Guide,Neutral,0.0,0.0
1LINE – One Line with One Touch,SUPER,Positive,0.3333333333333333,0.6666666666666666
1LINE – One Line with One Touch,yoko,Neutral,0.0,0.0
1LINE – One Line with One Touch,It's great,Positive,0.8,0.75
1LINE – One Line with One Touch,Very nice,Positive,0.78,1.0
1LINE – One Line with One Touch,Good,Positive,0.7,0.6000000000000001
1LINE – One Line with One Touch,Its cool,Positive,0.35,0.65
1LINE – One Line with One Touch,Cool,Positive,0.35,0.65
1LINE – One Line with One Touch,Fantastic,Positive,0.4,0.9
1LINE – One Line with One Touch,Superb,Positive,1.0,1.0
1LINE – One Line with One Touch,Excellent,Positive,1.0,1.0
1LINE – One Line with One Touch,Nice,Positive,0.6,1.0
1LINE – One Line with One Touch,Love,Positive,0.5,0.6
1LINE – One Line with One Touch,Fun,Positive,0.3,0.2
1LINE – One Line with One Touch,Enjoy,Positive,0.4,0.5
1LINE – One Line with One Touch,Love ❤❤❤❤❤❤❤❤❤❤❤❤,Positive,0.5,0.6
1LINE – One Line with One Touch,"Good graphics ok ,WAY many ads ridiculous can't skip them. Tbh waste time,would NOT recommend.",Positive,0.23333333333333334,0.52
1LINE – One Line with One Touch,Terrible amount ads covering content making unpleasant play. Avoid,Negative,-0.825,0.975
2018Emoji Keyboard 😂 Emoticons Lite -sticker&gif,Like The Old Version Better Where Backspace Is Beside P Letter And Emoji Is Below Capitalization.,Positive,0.3,0.35
2018Emoji Keyboard 😂 Emoticons Lite -sticker&gif,I like far,Positive,0.1,1.0
2018Emoji Keyboard 😂 Emoticons Lite -sticker&gif,It's really useful I really like,Positive,0.25,0.1
2018Emoji Keyboard 😂 Emoticons Lite -sticker&gif,I can't send emojis without saying change input I know change input,Neutral,0.0,0.0
2018Emoji Keyboard 😂 Emoticons Lite -sticker&gif,"BullSh*t.... When open apps, says sill never register personal data credit card number... Once go activate de setting, message pops say personal data credit data enregistrate... Hahha... Thats bullsh*t",Neutral,0.0,0.3666666666666667
2018Emoji Keyboard 😂 Emoticons Lite -sticker&gif,nan,nan,nan,nan
2018Emoji Keyboard 😂 Emoticons Lite -sticker&gif,Good,Positive,0.7,0.6000000000000001
2018Emoji Keyboard 😂 Emoticons Lite -sticker&gif,nan,nan,nan,nan
2018Emoji Keyboard 😂 Emoticons Lite -sticker&gif,"Easy use, best keyboard useful..",Positive,0.5777777777777778,0.37777777777777777
2018Emoji Keyboard 😂 Emoticons Lite -sticker&gif,nan,nan,nan,nan
2018Emoji Keyboard 😂 Emoticons Lite -sticker&gif,Fuzzy,Neutral,0.0,0.0
2018Emoji Keyboard 😂 Emoticons Lite -sticker&gif,I love,Positive,0.5,0.6
2018Emoji Keyboard 😂 Emoticons Lite -sticker&gif,Perfect,Positive,1.0,1.0
2018Emoji Keyboard 😂 Emoticons Lite -sticker&gif,Awesome,Positive,1.0,1.0
2018Emoji Keyboard 😂 Emoticons Lite -sticker&gif,nan,nan,nan,nan
2018Emoji Keyboard 😂 Emoticons Lite -sticker&gif,"This good keyboard emoji users, sensitive, constant nags change themes (which can't disabled, block top screen) extremely irritating.",Positive,0.11666666666666664,0.5722222222222223
2018Emoji Keyboard 😂 Emoticons Lite -sticker&gif,"last update bug...i can't open keyboard setting, always fc , i'm back old version",Positive,0.025,0.19166666666666665
2018Emoji Keyboard 😂 Emoticons Lite -sticker&gif,Works fine. No need update,Positive,0.4166666666666667,0.5
2018Emoji Keyboard 😂 Emoticons Lite -sticker&gif,nan,nan,nan,nan
2018Emoji Keyboard 😂 Emoticons Lite -sticker&gif,You are here:,Neutral,0.0,0.0
2018Emoji Keyboard 😂 Emoticons Lite -sticker&gif,I hate,Negative,-0.8,0.9
2018Emoji Keyboard 😂 Emoticons Lite -sticker&gif,Meh yeah,Neutral,0.0,0.0
2018Emoji Keyboard 😂 Emoticons Lite -sticker&gif,Amazing!,Positive,0.7500000000000001,0.9
2018Emoji Keyboard 😂 Emoticons Lite -sticker&gif,Amazing app!,Positive,0.7500000000000001,0.9
2018Emoji Keyboard 😂 Emoticons Lite -sticker&gif,Good emoji keyboard,Positive,0.7,0.6000000000000001
2018Emoji Keyboard 😂 Emoticons Lite -sticker&gif,It's lit,Neutral,0.0,0.0
2018Emoji Keyboard 😂 Emoticons Lite -sticker&gif,nan,nan,nan,nan
2018Emoji Keyboard 😂 Emoticons Lite -sticker&gif,nan,nan,nan,nan
2018Emoji Keyboard 😂 Emoticons Lite -sticker&gif,Its great,Positive,0.8,0.75
2018Emoji Keyboard 😂 Emoticons Lite -sticker&gif,Love it!!!!,Positive,1.0,0.6
2018Emoji Keyboard 😂 Emoticons Lite -sticker&gif,Good,Positive,0.7,0.6000000000000001
2018Emoji Keyboard 😂 Emoticons Lite -sticker&gif,Loved,Positive,0.7,0.8
2018Emoji Keyboard 😂 Emoticons Lite -sticker&gif,Good,Positive,0.7,0.6000000000000001
2018Emoji Keyboard 😂 Emoticons Lite -sticker&gif,The best emoji keyboard ever in love,Positive,0.75,0.44999999999999996
2018Emoji Keyboard 😂 Emoticons Lite -sticker&gif,Good,Positive,0.7,0.6000000000000001
2018Emoji Keyboard 😂 Emoticons Lite -sticker&gif,After update emoji can't used normally...,Positive,0.15,0.6499999999999999
2018Emoji Keyboard 😂 Emoticons Lite -sticker&gif,Great,Positive,0.8,0.75
2018Emoji Keyboard 😂 Emoticons Lite -sticker&gif,Best keyboard & never freezes like keyboard Ive used. Ive never problems using think deserves 5 stars! ⭐⭐⭐⭐⭐,Positive,1.0,0.3
2018Emoji Keyboard 😂 Emoticons Lite -sticker&gif,nan,nan,nan,nan
2018Emoji Keyboard 😂 Emoticons Lite -sticker&gif,This really good go get ehh,Positive,0.7,0.6000000000000001
21-Day Meditation Experience,Terrible! Not user-friendly like original app. Please give customers option both. I look forward navigating cumbersome app. Namaste!,Negative,-0.265625,0.875
